Place_Id,Place_Name,Category,City,Combined_Features
399,Taman Pelangi,Taman Hiburan,Surabaya,taman pelangi taman hiburan surabaya
400,Hutan Bambu Keputih,Cagar Alam,Surabaya,hutan bambu keputih cagar alam surabaya
401,Taman Keputran,Taman Hiburan,Surabaya,taman keputran taman hiburan surabaya
402,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,food junction grand pakuwon pusat perbelanjaan surabaya
403,Taman Barunawati,Taman Hiburan,Surabaya,taman barunawati taman hiburan surabaya
404,Kenjeran Park,Taman Hiburan,Surabaya,kenjeran park taman hiburan surabaya
405,Surabaya North Quay,Taman Hiburan,Surabaya,surabaya north quay taman hiburan surabaya
406,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,kebun bibit wonorejo cagar alam surabaya
407,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,taman ekspresi dan perpustakaan taman hiburan surabaya
408,Kebun Binatang Surabaya,Cagar Alam,Surabaya,kebun binatang surabaya cagar alam surabaya
409,Rumah Batik,Budaya,Surabaya,rumah batik budaya surabaya
410,Ciputra Waterpark,Taman Hiburan,Surabaya,ciputra waterpark taman hiburan surabaya
411,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,masjid muhammad cheng hoo tempat ibadah surabaya
412,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,masjid nasional alakbar tempat ibadah surabaya
413,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,museum tni al loka jala crana budaya surabaya
414,Jembatan Merah,Budaya,Surabaya,jembatan merah budaya surabaya
415,Museum De Javasche Bank,Budaya,Surabaya,museum de javasche bank budaya surabaya
416,Keraton Surabaya,Budaya,Surabaya,keraton surabaya budaya surabaya
417,Klenteng Sanggar Agung,Budaya,Surabaya,klenteng sanggar agung budaya surabaya
418,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,museum sepuluh nopember kota surabaya budaya surabaya
419,Monumen Tugu Pahlawan,Budaya,Surabaya,monumen tugu pahlawan budaya surabaya
420,Surabaya Museum (Gedung Siola),Budaya,Surabaya,surabaya museum gedung siola budaya surabaya
421,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,museum kesehatan dr adhyatma budaya surabaya
422,Monumen Jalesveva Jayamahe,Budaya,Surabaya,monumen jalesveva jayamahe budaya surabaya
423,Patung Sura dan Buaya,Budaya,Surabaya,patung sura dan buaya budaya surabaya
424,Pantai Ria Kenjeran,Bahari,Surabaya,pantai ria kenjeran bahari surabaya
425,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,waterpark kenjeran surabaya taman hiburan surabaya
426,Balai Kota Surabaya,Budaya,Surabaya,balai kota surabaya budaya surabaya
427,Patung Buddha Empat Rupa,Budaya,Surabaya,patung buddha empat rupa budaya surabaya
428,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,monumen bambu runcing surabaya budaya surabaya
429,House of Sampoerna,Budaya,Surabaya,house of sampoerna budaya surabaya
430,Atlantis Land Surabaya,Taman Hiburan,Surabaya,atlantis land surabaya taman hiburan surabaya
431,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,taman hiburan rakyat taman hiburan surabaya
432,Taman Mundu,Taman Hiburan,Surabaya,taman mundu taman hiburan surabaya
433,Museum Mpu Tantular,Budaya,Surabaya,museum mpu tantular budaya surabaya
434,Taman Bungkul,Taman Hiburan,Surabaya,taman bungkul taman hiburan surabaya
435,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,taman air mancur menari kenjeran taman hiburan surabaya
436,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,taman flora bratang surabaya taman hiburan surabaya
437,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,gereja perawan maria tak berdosa surabaya tempat ibadah surabaya
438,Alun Alun Malang,Taman Hiburan,Malang,alun alun malang taman hiburan malang
439,Malang Night Paradise,Taman Hiburan,Batu,malang night paradise taman hiburan batu
440,Kampung Warna Warni Jodipan,Cagar Alam,Malang,kampung warna warni jodipan cagar alam malang
441,Hawai Waterpark,Bahari,Batu,hawai waterpark bahari batu
442,Museum Angkut,Budaya,Malang,museum angkut budaya malang
443,Batu Night Spectacular,Taman Hiburan,Batu,batu night spectacular taman hiburan batu
444,Florawisata Santerra de Laponte,Taman Hiburan,Malang,florawisata santerra de laponte taman hiburan malang
445,Taman Rekreasi Selecta,Taman Hiburan,Batu,taman rekreasi selecta taman hiburan batu
446,Taman Kunang Kunang,Taman Hiburan,Malang,taman kunang kunang taman hiburan malang
447,Alun Alun Tugu Malang,Taman Hiburan,Batu,alun alun tugu malang taman hiburan batu
448,Kampung Biru Arema,Budaya,Malang,kampung biru arema budaya malang
449,Air Terjun Coban Rondo Pujon,Taman Hiburan,Batu,air terjun coban rondo pujon taman hiburan batu
450,Taman Rekreasi Sengkaling,Taman Hiburan,Malang,taman rekreasi sengkaling taman hiburan malang
451,Agrowisata Teh Wonosari,Budaya,Batu,agrowisata teh wonosari budaya batu
452,Candi Badut,Budaya,Malang,candi badut budaya malang
453,Kayutangan Heritage,Taman Hiburan,Batu,kayutangan heritage taman hiburan batu
454,Kampoeng Heritage,Budaya,Malang,kampoeng heritage budaya malang
455,Jawa Timur Park 2,Taman Hiburan,Batu,jawa timur park  taman hiburan batu
456,Taman Langit Gunung Banyak,Taman Hiburan,Malang,taman langit gunung banyak taman hiburan malang
457,Alun Alun Kota Wisata Batu,Taman Hiburan,Batu,alun alun kota wisata batu taman hiburan batu
458,Taman Slamet,Taman Hiburan,Malang,taman slamet taman hiburan malang
459,Taman Trunojoyo,Taman Hiburan,Batu,taman trunojoyo taman hiburan batu
460,Sumber Sira Putukrejo,Cagar Alam,Malang,sumber sira putukrejo cagar alam malang
461,The Onsen Hot Spring Resort,Taman Hiburan,Batu,the onsen hot spring resort taman hiburan batu
462,Bukit Nirwana,Cagar Alam,Malang,bukit nirwana cagar alam malang
463,Candi Singosari,Budaya,Batu,candi singosari budaya batu
464,Air Terjun Tumpak Sewu Lumajang,Cagar Alam,Malang,air terjun tumpak sewu lumajang cagar alam malang
465,Jawa Timur Park 3,Taman Hiburan,Batu,jawa timur park  taman hiburan batu
466,Dino Park Jawa Timur Park 3,Taman Hiburan,Malang,dino park jawa timur park  taman hiburan malang
467,Museum Brawijaya,Budaya,Batu,museum brawijaya budaya batu
468,Brakseng,Cagar Alam,Malang,brakseng cagar alam malang
469,Pantai Batu Bengkung,Bahari,Batu,pantai batu bengkung bahari batu
470,Kusuma Agrowisata,Cagar Alam,Malang,kusuma agrowisata cagar alam malang
471,Masjid Agung Jami' Kota Malang,Tempat Ibadah,Malang,masjid agung jami kota malang tempat ibadah malang
472,Batu Flower Garden,Cagar Alam,Malang,batu flower garden cagar alam malang
473,Idjen Boulevard,Budaya,Malang,idjen boulevard budaya malang
474,Jatim Park 1,Taman Hiburan,Batu,jatim park  taman hiburan batu
475,Pantai Parang Dowo,Cagar Alam,Malang,pantai parang dowo cagar alam malang
476,Cafe Sawah Pujonkidul,Cagar Alam,Malang,cafe sawah pujonkidul cagar alam malang
477,Taman Kemesraan,Cagar Alam,Malang,taman kemesraan cagar alam malang
478,Candi Jago,Budaya,Malang,candi jago budaya malang
479,Taman Kelinci,Taman Hiburan,Malang,taman kelinci taman hiburan malang
480,Kampung Tridi,Budaya,Malang,kampung tridi budaya malang
481,Pantai Balekambang,Cagar Alam,Malang,pantai balekambang cagar alam malang
482,Pantai Tiga Warna,Cagar Alam,Malang,pantai tiga warna cagar alam malang
483,Wisata Paralayang Batu,Cagar Alam,Batu,wisata paralayang batu cagar alam batu
484,Bukit Teletubbies Batu,Cagar Alam,Batu,bukit teletubbies batu cagar alam batu
485,Lumbung Stroberi Official,Cagar Alam,Batu,lumbung stroberi official cagar alam batu
486,Labirin Coban Rondo,Cagar Alam,Malang,labirin coban rondo cagar alam malang
487,Museum Mpu Purwa,Budaya,Batu,museum mpu purwa budaya batu
488,Pemandian Air Panas Cangar,Cagar Alam,Malang,pemandian air panas cangar cagar alam malang
489,Museum Musik Indonesia,Budaya,Batu,museum musik indonesia budaya batu
490,Coban Pelangi,Budaya,Malang,coban pelangi budaya malang
491,Gussari Goa Pinus Batu,Cagar Alam,Batu,gussari goa pinus batu cagar alam batu
492,Paralayang Gunung Banyak,Cagar Alam,Batu,paralayang gunung banyak cagar alam batu
493,Kusuma Waterpark,Bahari,Batu,kusuma waterpark bahari batu
494,Pantai Banyu Anjlok,Cagar Alam,Malang,pantai banyu anjlok cagar alam malang
495,Alun-Alun Kota,Taman Hiburan,Malang,alunalun kota taman hiburan malang
496,Air Terjun Sumber Pitu Pujon,Cagar Alam,Malang,air terjun sumber pitu pujon cagar alam malang
497,Pantai Bajulmati,Cagar Alam,Malang,pantai bajulmati cagar alam malang
498,Pulau Sempu,Cagar Alam,Malang,pulau sempu cagar alam malang
499,Pemandian Kalireco,Budaya,Batu,pemandian kalireco budaya batu
500,Teluk Bidadari,Cagar Alam,Malang,teluk bidadari cagar alam malang
501,Pantai Goa Cina,Cagar Alam,Malang,pantai goa cina cagar alam malang
502,Pantai Sipelot,Cagar Alam,Malang,pantai sipelot cagar alam malang
503,Keraton Surakarta Hadiningrat,Budaya,Solo,keraton surakarta hadiningrat budaya solo
504,Pasar Gede Hardjonagoro,Budaya,Solo,pasar gede hardjonagoro budaya solo
505,Benteng Vastenburg,Budaya,Solo,benteng vastenburg budaya solo
506,Solo Safari,Cagar Alam,Solo,solo safari cagar alam solo
507,Pura Mangkunegaran,Budaya,Solo,pura mangkunegaran budaya solo
508,Taman Balekambang Surakarta,Taman Hiburan,Solo,taman balekambang surakarta taman hiburan solo
509,Taman Sriwedari Surakarta,Budaya,Solo,taman sriwedari surakarta budaya solo
510,Masjid Raya Sheikh Zayed Solo,Tempat Ibadah,Solo,masjid raya sheikh zayed solo tempat ibadah solo
511,House Of Danar Hadi,Budaya,Solo,house of danar hadi budaya solo
512,Pasar Triwindu,Budaya,Solo,pasar triwindu budaya solo
513,Tumurun Private Museum,Budaya,Solo,tumurun private museum budaya solo
514,Pasar Klewer Surakarta,Budaya,Solo,pasar klewer surakarta budaya solo
515,De Tjolomadoe,Budaya,Karanganyar,de tjolomadoe budaya karanganyar
516,Alun-Alun Kidul Surakarta,Taman Hiburan,Solo,alunalun kidul surakarta taman hiburan solo
517,Pasar Malam Ngarsopuro,Taman Hiburan,Solo,pasar malam ngarsopuro taman hiburan solo
518,Museum Keris Nusantara,Budaya,Solo,museum keris nusantara budaya solo
519,Gedung Djoeang 45,Budaya,Solo,gedung djoeang  budaya solo
520,Lokananta,Budaya,Solo,lokananta budaya solo
521,Gerbang Utama Kampung Wisata Batik Kauman Solo,Budaya,Solo,gerbang utama kampung wisata batik kauman solo budaya solo
522,Masjid Agung Kraton Surakarta,Tempat Ibadah,Solo,masjid agung kraton surakarta tempat ibadah solo
523,Air Terjun Grojogan Sewu,Cagar Alam,Solo,air terjun grojogan sewu cagar alam solo
524,Museum Radya Pustaka,Budaya,Solo,museum radya pustaka budaya solo
525,Monumen Pers Nasional,Budaya,Solo,monumen pers nasional budaya solo
526,Solo Paragon Mall,Pusat Perbelanjaan,Solo,solo paragon mall pusat perbelanjaan solo
527,Taman Monumen 45 Banjarsari,Taman Hiburan,Solo,taman monumen  banjarsari taman hiburan solo
528,Taman Cerdas Kelurahan Jebres,Taman Hiburan,Solo,taman cerdas kelurahan jebres taman hiburan solo
529,The Lawu Park,Taman Hiburan,Karanganyar,the lawu park taman hiburan karanganyar
530,Candi Cetho,Budaya,Karanganyar,candi cetho budaya karanganyar
531,Gedung Wayang Orang Sriwedari,Budaya,Solo,gedung wayang orang sriwedari budaya solo
532,Jejak Sejarah Mangkunegara VII,Budaya,Solo,jejak sejarah mangkunegara vii budaya solo
533,Taman Tirtonadi,Taman Hiburan,Solo,taman tirtonadi taman hiburan solo
534,Forum Pengembangan Kampoeng Batik Laweyan,Budaya,Solo,forum pengembangan kampoeng batik laweyan budaya solo
535,Kampung Batik Laweyan,Budaya,Solo,kampung batik laweyan budaya solo
536,Serabi Notosuman Ny. Lidia,Budaya,Solo,serabi notosuman ny lidia budaya solo
537,Pracimasana Mangkunegaran,Budaya,Solo,pracimasana mangkunegaran budaya solo
538,Candi Sukuh,Budaya,Karanganyar,candi sukuh budaya karanganyar
539,Taman Sunan Jogo Kali,Taman Hiburan,Solo,taman sunan jogo kali taman hiburan solo
540,New Rivermoon Adventure Resto & Fun,Bahari,Klaten,new rivermoon adventure resto  fun bahari klaten
541,Bengawan Solo Parapet Wall Art,Budaya,Solo,bengawan solo parapet wall art budaya solo
542,Air Mancur Menari Manahan,Budaya,Solo,air mancur menari manahan budaya solo
543,Kemuning Sky Hills,Cagar Alam,Karanganyar,kemuning sky hills cagar alam karanganyar
544,Wisata Bukit Sekipan Tawangmangu,Taman Hiburan,Karanganyar,wisata bukit sekipan tawangmangu taman hiburan karanganyar
545,Kampung Wisata Budaya Baluwarti,Budaya,Solo,kampung wisata budaya baluwarti budaya solo
546,Air Terjun Jumog Real,Bahari,Karanganyar,air terjun jumog real bahari karanganyar
547,Loji Gandrung,Budaya,Solo,loji gandrung budaya solo
548,Cepogo Cheese Park,Cagar Alam,Boyolali,cepogo cheese park cagar alam boyolali
549,Museum Manusia Purba Klaster Ngebung,Budaya,Sragen,museum manusia purba klaster ngebung budaya sragen
550,Air Terjun Parang Ijo,Cagar Alam,Karanganyar,air terjun parang ijo cagar alam karanganyar
551,Museum Keraton Surakarta,Budaya,Solo,museum keraton surakarta budaya solo
552,Gunung Sepikul,Cagar Alam,Sukoharjo,gunung sepikul cagar alam sukoharjo
553,Taman Hutan Raya KGPAA. Mangkunagoro I,Cagar Alam,Karanganyar,taman hutan raya kgpaa mangkunagoro i cagar alam karanganyar
554,Kebun Teh Kemuning,Cagar Alam,Karanganyar,kebun teh kemuning cagar alam karanganyar
555,Wisata Alam Batu Seribu,Cagar Alam,Sukoharjo,wisata alam batu seribu cagar alam sukoharjo
556,Jember Mini Zoo,Cagar Alam,Jember,jember mini zoo cagar alam jember
557,Taman Botani Sukorambi Jember,Cagar Alam,Jember,taman botani sukorambi jember cagar alam jember
558,Teluk Love,Cagar Alam,Jember,teluk love cagar alam jember
559,Alun-Alun Jember,Taman Hiburan,Jember,alunalun jember taman hiburan jember
560,Pantai Papuma,Cagar Alam,Jember,pantai papuma cagar alam jember
561,Pantai Payangan,Cagar Alam,Jember,pantai payangan cagar alam jember
562,Air Terjun Tancak,Bahari,Jember,air terjun tancak bahari jember
563,Wisata Kebun Teh Gunung Gambir,Cagar Alam,Jember,wisata kebun teh gunung gambir cagar alam jember
564,Rowo Jombor Klaten,Bahari,Klaten,rowo jombor klaten bahari klaten
565,Umbul Ponggok,Bahari,Klaten,umbul ponggok bahari klaten
566,Umbul Kemanten,Bahari,Klaten,umbul kemanten bahari klaten
567,Candi Plaosan Lor,Budaya,Klaten,candi plaosan lor budaya klaten
568,Bukit Sidoguro Krakitan Bayat Klaten,Cagar Alam,Klaten,bukit sidoguro krakitan bayat klaten cagar alam klaten
569,Taman Lampion Klaten,Taman Hiburan,Klaten,taman lampion klaten taman hiburan klaten
570,Candi Sojiwan,Budaya,Klaten,candi sojiwan budaya klaten
571,Umbul Sigedang - Kapilaler,Bahari,Klaten,umbul sigedang  kapilaler bahari klaten
572,Museum Gula Gondang Winangoen,Budaya,Klaten,museum gula gondang winangoen budaya klaten
573,Ekowisata Kali Talang,Cagar Alam,Klaten,ekowisata kali talang cagar alam klaten
574,Umbul Jolotundo,Bahari,Klaten,umbul jolotundo bahari klaten
575,Waterpark Galuh Tirtonirmolo,Bahari,Klaten,waterpark galuh tirtonirmolo bahari klaten
576,Bukit Cinta Watu Prahu,Cagar Alam,Klaten,bukit cinta watu prahu cagar alam klaten
577,Umbul Besuki,Bahari,Klaten,umbul besuki bahari klaten
578,Alun Alun Klaten,Taman Hiburan,Klaten,alun alun klaten taman hiburan klaten
579,Hutan Kota Gergunung,Taman Hiburan,Klaten,hutan kota gergunung taman hiburan klaten
580,Umbul Pelem Waterpark,Bahari,Klaten,umbul pelem waterpark bahari klaten
581,Umbul Gedaren,Bahari,Klaten,umbul gedaren bahari klaten
582,Bukit Patrum Krakitan Bayat Klaten,Cagar Alam,Klaten,bukit patrum krakitan bayat klaten cagar alam klaten
583,Obyek Wisata Deles Indah,Cagar Alam,Klaten,obyek wisata deles indah cagar alam klaten
584,Makam Sunan Bayat Ki Ageng Pandanaran,Tempat Ibadah,Klaten,makam sunan bayat ki ageng pandanaran tempat ibadah klaten
585,Candi Lumbung,Budaya,Yogyakarta,candi lumbung budaya yogyakarta
586,Umbul Siblarak,Bahari,Klaten,umbul siblarak bahari klaten
587,Umbul Nilo,Bahari,Klaten,umbul nilo bahari klaten
588,Rowo Jombor,Cagar Alam,Klaten,rowo jombor cagar alam klaten
589,Kolam Renang Umbul Cokro (OMAC-Obyek Mata Air Cokro),Bahari,Klaten,kolam renang umbul cokro omacobyek mata air cokro bahari klaten
590,Objek Wisata Mata Air Cokro,Bahari,Klaten,objek wisata mata air cokro bahari klaten
591,Spot Foto Girpasang,Cagar Alam,Klaten,spot foto girpasang cagar alam klaten
592,Candramaya Pool & Resort Klaten,Cagar Alam,Klaten,candramaya pool  resort klaten cagar alam klaten
593,Bendungan Kendalsari,Cagar Alam,Klaten,bendungan kendalsari cagar alam klaten
594,Sekarsuli Garden,Budaya,Klaten,sekarsuli garden budaya klaten
595,Umbul Brintik,Bahari,Klaten,umbul brintik bahari klaten
596,Embung Tirto Mulyo,Cagar Alam,Klaten,embung tirto mulyo cagar alam klaten
597,Taman Kamboja,Taman Hiburan,Klaten,taman kamboja taman hiburan klaten
598,New Taman Wisata Jlengut,Taman Hiburan,Klaten,new taman wisata jlengut taman hiburan klaten
599,Janti Park,Taman Hiburan,Klaten,janti park taman hiburan klaten
600,Wisata Sungai Kalimasada,Cagar Alam,Klaten,wisata sungai kalimasada cagar alam klaten
601,Wisata Puncak Clongop,Cagar Alam,Yogyakarta,wisata puncak clongop cagar alam yogyakarta
602,Wahana Soko Alas,Cagar Alam,Klaten,wahana soko alas cagar alam klaten
603,River Tubing Pusur Adventure,Bahari,Klaten,river tubing pusur adventure bahari klaten
604,Green Valley Coffee Camp,Pusat Perbelanjaan,Klaten,green valley coffee camp pusat perbelanjaan klaten
